Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed
1,9/11/2007,71,50,61,-4,44,52,4,0, ,0,M,0,0,29.2,11.7,29,13.5
2,9/11/2007,71,51,61,M,44,52,4,0, ,M,M,M,0,29.26,12.1,29,13.7
1,9/12/2007,67,46,57,-8,42,49,8,0, ,0,M,0,0,29.4,1.8,3,5.6
2,9/12/2007,66,46,56,M,43,50,9,0, ,M,M,M,0,29.46,1.9,5,6
1,9/13/2007,78,50,64,-1,45,54,1,0, ,0,M,0,0,29.23,8.3,19,8.5
2,9/13/2007,79,53,66,M,43,54,0,1, ,M,M,M,0,29.3,7.1,20,7.7
1,9/14/2007,66,45,56,-8,39,48,9,0, ,0,M,0,0,29.36,12.1,32,13.4
2,9/14/2007,67,47,57,M,40,49,8,0, ,M,M,M,0,29.41,11.7,32,13
1,9/15/2007,61,39,50,-14,33,43,15,0, ,0,M,0,0,29.56,1.4,33,5.9
2,9/15/2007,62,42,52,M,35,45,13,0, ,M,M,M,0,29.62,1.1,35,6.6
1,9/16/2007,71,44,58,-6,40,49,7,0, ,0,M,0,0,29.46,6.8,18,7.4
2,9/16/2007,72,49,61,M,38,50,4,0, ,M,M,M,0,29.52,7.7,18,8.2
1,9/17/2007,80,52,66,2,49,57,0,1, ,0,M,0,0,29.39,11.7,17,12.1
2,9/17/2007,80,55,68,M,48,57,0,3, ,M,M,M,0,29.46,10.6,17,11
1,9/18/2007,88,63,76,12,58,65,0,11, ,0,M,0,0,29.34,12.9,19,13.1
2,9/18/2007,89,66,78,M,57,65,0,13, ,M,M,M,0,29.41,12.5,19,12.8
1,9/19/2007,84,65,75,12,59,65,0,10, ,0,M,0,0,29.41,5,26,9.7
2,9/19/2007,84,68,76,M,59,65,0,11, ,M,M,M,0,29.47,3.5,25,9
1,9/20/2007,78,60,69,7,59,63,0,4, ,0,M,0,0,29.39,5.3,7,6.6
2,9/20/2007,76,63,70,M,59,64,0,5, ,M,M,M,0,29.44,5.6,8,6.1
1,9/21/2007,88,64,76,14,59,66,0,11,HZ,0,M,0,0,29.18,10.3,21,12.4
2,9/21/2007,90,68,79,M,59,66,0,14,HZ,M,M,M,0,29.23,9.8,22,11.5
1,9/22/2007,74,51,63,1,43,53,2,0, ,0,M,0,0,29.42,2.6,3,6.8
2,9/22/2007,72,58,65,M,45,55,0,0, ,M,M,M,0,29.48,4.3,1,7.7
1,9/23/2007,84,50,67,6,50,58,0,2, ,0,M,0,0,29.43,4.6,13,5.3
2,9/23/2007,83,55,69,M,50,59,0,4, ,M,M,M,0,29.49,5.9,12,6.4
1,9/24/2007,90,68,79,18,63,68,0,14, ,0,M,0,0,29.27,11.4,19,11.9
2,9/24/2007,91,71,81,M,62,69,0,16, ,M,M,M,0,29.34,10,19,10.5
1,9/25/2007,85,63,74,13,65,69,0,9,TS RA,0,M,0,0.27,29.23,7.9,23,10.5
2,9/25/2007,83,67,75,M,66,69,0,10,TSRA,M,M,M,0.01,29.29,7.3,23,9.4
1,9/26/2007,69,53,61,1,50,55,4,0,RA,0,M,0,0.09,29.31,4.3,1,6.6
2,9/26/2007,68,55,62,M,51,56,3,0,RA BR,M,M,M,0.14,29.37,4.8,2,7.3
1,9/27/2007,75,49,62,2,49,55,3,0,BR,0,M,0,0,29.26,4.9,24,6.5
2,9/27/2007,74,52,63,M,49,55,2,0,RA BCFG BR,M,M,M,0,29.31,4.5,25,5.8
1,9/28/2007,73,53,63,4,46,53,2,0, ,0,M,0,0,29.47,2.3,4,7.1
2,9/28/2007,73,53,63,M,46,54,2,0, ,M,M,M,0,29.52,3.1,7,6.6
1,9/29/2007,80,50,65,6,46,55,0,0, ,0,M,0,0,29.5,9.5,17,9.8
2,9/29/2007,82,52,67,M,45,55,0,2, ,M,M,M,0,29.57,8.4,17,8.8
1,9/30/2007,83,59,71,12,49,59,0,6,TSRA BR,0,M,0,0.14,29.36,14.4,19,14.6
2,9/30/2007,84,61,73,M,48,59,0,8,TSRA BR,M,M,M,0.14,29.44,12.9,19,13.2
1,10/1/2007,69,59,64,6,59,61,1,0,RA DZ FG+ BCFG BR,0,M,0,0.29,29.28,6.1,22,8.1
2,10/1/2007,68,59,64,M,59,61,1,0,RA BR,M,M,M,0.17,29.35,7.9,21,8.9
1,10/2/2007,78,57,68,10,59,63,0,3,RA FG+ MIFG BR,0,M,0,0.09,29.18,10.8,19,11.1
2,10/2/2007,80,59,70,M,59,63,0,5,RA BR,M,M,M,0.11,29.25,10,19,10.3
1,10/3/2007,74,55,65,8,48,56,0,0, ,0,M,0,0,29.28,5.9,26,7.1
2,10/3/2007,74,56,65,M,47,56,0,0, ,M,M,M,0,29.34,4.8,25,7.1
1,10/4/2007,82,51,67,10,56,61,0,2,HZ,0,M,0,0,29.34,3.9,17,4.6
2,10/4/2007,83,56,70,M,56,62,0,5, ,M,M,M,0,29.39,4.6,17,5.9
1,10/5/2007,84,62,73,16,65,68,0,8,HZ,0,M,0,0,29.36,7,17,7
2,10/5/2007,85,68,77,M,65,69,0,12,RA BR,M,M,M,0.06,29.42,6.8,18,7
1,10/6/2007,87,69,78,22,67,70,0,13, ,0,M,0,0,29.33,6.9,20,7.4
2,10/6/2007,88,71,80,M,66,71,0,15, ,M,M,M,0,29.39,6.4,21,6.7
1,10/7/2007,87,67,77,21,66,70,0,12, ,0,M,0,0,29.31,5.2,19,5.9
2,10/7/2007,88,70,79,M,65,70,0,14, ,M,M,M,0,29.38,5.3,19,5.9
1,10/8/2007,87,60,74,18,61,66,0,9, ,0,M,0,0,29.23,7.7,24,10.1
2,10/8/2007,88,62,75,M,60,66,0,10, ,M,M,M,0,29.28,7.3,24,9.9
1,10/9/2007,76,49,63,8,44,53,2,0, ,0,M,0,0,29.21,11.5,28,12.8
2,10/9/2007,77,50,64,M,44,53,1,0, ,M,M,M,0,29.27,12.1,28,13.3
1,10/10/2007,54,47,51,-4,38,44,14,0,RA DZ,0,M,0,0,29.21,15.1,31,15.5
2,10/10/2007,53,47,50,M,37,44,15,0, ,M,M,M,0,29.26,14.4,31,14.6
1,10/11/2007,54,46,50,-4,39,45,15,0, ,0,M,0,0,29.28,11.9,36,12.9
2,10/11/2007,56,48,52,M,39,45,13,0, ,M,M,M,0,29.34,14.6,36,15.5
1,10/12/2007,56,41,49,-5,35,43,16,0, ,0,M,0,0,29.28,3.4,35,4.6
2,10/12/2007,57,45,51,M,35,43,14,0, ,M,M,M,0,29.34,2.8,36,5.4
1,10/13/2007,59,40,50,-3,41,47,15,0, ,0,M,0,0,29.31,2.7,20,3.5
2,10/13/2007,59,44,52,M,40,47,13,0, ,M,M,M,0,29.38,3.6,21,4.7
1,10/14/2007,61,53,57,4,49,53,8,0,RA,0,M,0,0.15,29.34,5.6,11,6.6
2,10/14/2007,63,55,59,M,47,52,6,0,RA,M,M,M,0.01,29.4,5.7,12,6
1,10/15/2007,74,51,63,10,52,57,2,0,RA BR,0,M,0,0.07,29.21,4.1,14,5.6
2,10/15/2007,77,55,66,M,50,57,0,1,RA,M,M,M,0.04,29.26,6.6,16,6.9
1,10/16/2007,67,52,60,8,54,57,5,0,RA DZ BR,0,M,0,0.24,29.16,6.4,21,7.5
2,10/16/2007,68,56,62,M,55,58,3,0,RA BR,M,M,M,0.19,29.23,6.5,21,7.3
1,10/17/2007,72,47,60,8,53,57,5,0,RA HZ,0,M,0,0.04,29.07,9.3,14,9.8
2,10/17/2007,74,50,62,M,53,57,3,0,RA HZ,M,M,M,0.11,29.13,8.6,14,9.1
1,10/18/2007,78,59,69,18,56,61,0,4,RA BR,0,M,0,0.3,28.59,17.2,19,18.9
2,10/18/2007,79,60,70,M,57,62,0,5,TSRA RA BR,M,M,M,0.34,28.67,15.5,19,17.2
1,10/19/2007,60,52,56,5,48,52,9,0,RA BR,0,M,0,0.01,28.75,16.2,24,16.7
2,10/19/2007,61,53,57,M,48,52,8,0,RA DZ,M,M,M,0,28.82,17.7,24,18
1,10/20/2007,73,47,60,10,43,52,5,0, ,0,M,0,0,29.02,10.9,21,12
2,10/20/2007,74,47,61,M,43,52,4,0, ,M,M,M,0,29.1,11.1,21,11.7
1,10/21/2007,80,60,70,20,47,57,0,5, ,0,M,0,0,29.08,18,20,18.2
2,10/21/2007,79,61,70,M,46,56,0,5, ,M,M,M,0,29.15,16.7,20,16.8
1,10/22/2007,67,46,57,7,47,50,8,0,RA DZ BR,0,M,0,0.16,29.26,5.2,36,9.2
2,10/22/2007,66,47,57,M,47,51,8,0,RA DZ BR,M,M,M,0.15,29.32,5.8,1,10.3
1,10/23/2007,58,43,51,2,36,44,14,0, ,0,M,0,0,29.2,5.2,31,8.2
2,10/23/2007,53,46,50,M,39,45,15,0,RA,M,M,M,0.03,29.26,4,31,7.9
1,10/24/2007,55,43,49,0,35,42,16,0, ,0,M,0,0,29.46,13.3,2,14.5
2,10/24/2007,53,45,49,M,35,43,16,0, ,M,M,M,0,29.51,16,2,17.3
1,10/25/2007,55,45,50,2,39,46,15,0,RA,0,M,0,0,29.47,13.9,6,14.1
2,10/25/2007,57,45,51,M,40,46,14,0,RA,M,M,M,0,29.52,14.5,6,14.7
1,10/26/2007,65,53,59,11,48,52,6,0,RA BR,0,M,0,0.33,29.31,6.2,5,6.9
2,10/26/2007,66,53,60,M,49,52,5,0,RA BR,M,M,M,0.41,29.38,4.2,6,7.2
1,10/27/2007,55,37,46,-2,38,45,19,0,RA BR,0,M,0,0.01,29.56,9.4,32,9.9
2,10/27/2007,57,39,48,M,41,46,17,0,RA BR HZ,M,M,M,0.08,29.62,7.9,31,9.1
1,10/28/2007,56,34,45,-2,30,39,20,0, ,0,M,0,0,29.79,3.4,23,4.2
2,10/28/2007,56,34,45,M,30,39,20,0, ,M,M,M,0,29.86,3.5,23,4.1
1,10/29/2007,61,39,50,3,32,42,15,0, ,0,M,0,0,29.63,10.2,22,10.4
2,10/29/2007,60,39,50,M,32,42,15,0, ,M,M,M,0,29.7,9.1,22,9.3
1,10/30/2007,66,41,54,8,38,46,11,0, ,0,M,0,0,29.43,12.2,20,12.5
2,10/30/2007,66,42,54,M,37,46,11,0, ,M,M,M,0,29.51,10.8,20,10.9
1,10/31/2007,62,41,52,6,37,46,13,0, ,0,M,0,0,29.3,12.2,25,14.3
2,10/31/2007,63,43,53,M,38,46,12,0, ,M,M,M,0,29.36,12.2,25,15
1,5/1/2008,74,48,61,8,51,56,4,0, ,0,M,0,0,28.95,10.6,16,11.5
2,5/1/2008,73,48,61,M,51,57,4,0, ,M,M,M,0,29.01,9.8,17,10.4
1,5/2/2008,74,51,63,9,55,58,2,0,TSRA RA BR,0,M,0,1.28,28.79,13.8,20,15.1
2,5/2/2008,74,55,65,M,56,60,0,0,TSRA RA BR,M,M,M,0.74,28.85,11.9,19,13
1,5/3/2008,56,43,50,-4,41,46,15,0,RA,0,M,0,0,29.01,10.4,25,12.7
2,5/3/2008,56,44,50,M,42,46,15,0,RA BR,M,M,M,0.01,29.08,11.2,25,12.7
1,5/4/2008,65,38,52,-2,34,45,13,0, ,0,M,0,0,29.31,5.6,24,6.3
2,5/4/2008,66,39,53,M,33,45,12,0, ,M,M,M,0,29.38,5.1,23,5.6
1,5/5/2008,75,50,63,8,38,50,2,0, ,0,M,0,0,29.27,4.4,26,7
2,5/5/2008,74,50,62,M,38,50,3,0, ,M,M,M,0,29.34,3.7,23,6.2
1,5/6/2008,81,46,64,9,44,55,1,0, ,0,M,0,0,29.16,6.3,22,7.1
2,5/6/2008,82,52,67,M,43,55,0,2, ,M,M,M,0,29.23,6.9,22,8.8
1,5/7/2008,70,49,60,5,52,56,5,0,RA BR,0,M,0,0.76,28.97,3.5,23,12.3
2,5/7/2008,71,50,61,M,53,56,4,0,RA BR,M,M,M,0.71,29.03,1.9,22,11.1
1,5/8/2008,59,45,52,-4,35,44,13,0, ,0,M,0,0,29.08,12.2,5,12.6
2,5/8/2008,59,47,53,M,36,45,12,0, ,M,M,M,0,29.14,14.3,5,15
1,5/9/2008,58,41,50,-6,34,43,15,0, ,0,M,0,0,29.15,6.3,3,6.9
2,5/9/2008,58,42,50,M,35,44,15,0, ,M,M,M,0,29.2,6.5,3,7
1,5/10/2008,61,38,50,-6,37,45,15,0, ,0,M,0,0,29.08,5.9,7,6.3
2,5/10/2008,61,41,51,M,39,46,14,0, ,M,M,M,0,29.15,6,8,6.6
1,5/11/2008,58,46,52,-5,43,47,13,0,RA BR,0,M,0,0.95,28.85,14.5,2,17.7
2,5/11/2008,60,47,54,M,44,48,11,0,RA BR,M,M,M,1.46,28.89,14.3,2,17.8
1,5/12/2008,56,40,48,-9,38,43,17,0, ,0,M,0,0,29.26,5.1,7,7.8
2,5/12/2008,53,41,47,M,39,43,18,0, ,M,M,M,0,29.32,4.9,6,7.6
1,5/13/2008,73,40,57,-1,45,51,8,0,TSRA RA,0,M,0,0.08,29.2,15.5,18,15.9
2,5/13/2008,73,45,59,M,45,52,6,0,TSRA RA,M,M,M,0.32,29.28,13.7,18,14.4
1,5/14/2008,64,45,55,-3,48,52,10,0,DZ BR,0,M,0,0.02,29.19,2,25,9.6
2,5/14/2008,61,46,54,M,49,52,11,0,RA BR,M,M,M,0.02,29.25,2.5,21,8.9
1,5/15/2008,57,43,50,-8,37,45,15,0, ,0,M,0,0,29.33,6.8,5,7.9
2,5/15/2008,57,43,50,M,37,45,15,0, ,M,M,M,0,29.38,7.5,5,8.1
1,5/16/2008,73,40,57,-2,41,50,8,0, ,0,M,0,0,29.1,8.9,25,9.4
2,5/16/2008,72,41,57,M,41,50,8,0, ,M,M,M,0,29.16,8.3,25,8.8
1,5/17/2008,73,52,63,4,41,52,2,0,RA,0,M,0,0.12,28.87,12.9,30,14.7
2,5/17/2008,73,50,62,M,41,52,3,0,TSRA RA BR,M,M,M,0.26,28.94,11.2,29,14.1
1,5/18/2008,55,44,50,-10,39,45,15,0, ,0,M,0,0,28.93,3.5,34,8.2
2,5/18/2008,55,45,50,M,40,46,15,0, ,M,M,M,0,28.98,1.6,35,7.9
1,5/19/2008,60,40,50,-10,33,43,15,0,RA,0,M,0,0,28.96,3.9,7,5.7
2,5/19/2008,59,42,51,M,34,44,14,0,RA,M,M,M,0,29.02,4.4,7,6.2
1,5/20/2008,66,47,57,-4,37,47,8,0, ,0,M,0,0,28.94,7.3,31,9.2
2,5/20/2008,64,49,57,M,37,47,8,0, ,M,M,M,0,29,6.9,30,7.7
1,5/21/2008,66,41,54,-7,36,46,11,0, ,0,M,0,0,29,7.2,32,9.2
2,5/21/2008,65,45,55,M,36,46,10,0, ,M,M,M,0,29.05,6.8,33,8.8
1,5/22/2008,59,45,52,-9,38,45,13,0, ,0,M,0,0,29.24,8.8,5,9.8
2,5/22/2008,56,47,52,M,38,45,13,0, ,M,M,M,0,29.29,10.5,5,11.2
1,5/23/2008,57,46,52,-9,39,45,13,0, ,0,M,0,0,29.41,10.7,3,10.9
2,5/23/2008,59,48,54,M,40,46,11,0, ,M,M,M,0,29.47,10.4,3,10.7
1,5/24/2008,67,40,54,-8,40,48,11,0, ,0,M,0,0,29.44,7.4,7,8.4
2,5/24/2008,68,44,56,M,38,48,9,0, ,M,M,M,0,29.51,6.9,7,7.4
1,5/25/2008,78,44,61,-1,50,57,4,0,TSRA,0,M,0,0,29.18,10.3,18,11.9
2,5/25/2008,78,51,65,M,48,57,0,0, ,M,M,M,0,29.26,11.1,17,12.4
1,5/26/2008,81,47,64,2,60,64,1,0,TSRA RA BR,0,M,0,0.48,29.11,6.2,25,11.8
2,5/26/2008,84,53,69,M,60,65,0,4,TS TSRA RA HZ,M,M,M,0,29.17,7.3,24,12
1,5/27/2008,50,42,46,-16,35,42,19,0, ,0,M,0,0,29.5,19.2,3,19.3
2,5/27/2008,53,45,49,M,36,43,16,0,RA,M,M,M,0,29.54,18,2,17.4
1,5/28/2008,62,43,53,-10,32,43,12,0, ,0,M,0,0,29.6,8.2,6,8.7
2,5/28/2008,61,45,53,M,35,44,12,0, ,M,M,M,0,29.66,7.8,7,8.5
1,5/29/2008,67,42,55,-9,37,47,10,0,RA,0,M,0,0.01,29.39,3.5,11,4.2
2,5/29/2008,68,45,57,M,38,48,8,0,RA,M,M,M,0.08,29.46,2.2,10,3.8
1,5/30/2008,77,55,66,2,59,62,0,1,TSRA RA BR,0,M,0,0.4,29.03,8.4,21,10.4
2,5/30/2008,77,58,68,M,60,63,0,3,TS RA BR,M,M,M,0.3,29.09,9.4,20,10.7
1,5/31/2008,79,59,69,5,56,62,0,4, ,0,M,0,0,29.1,10.8,28,11.9
2,5/31/2008,79,60,70,M,56,62,0,5, ,M,M,M,0,29.15,11.1,28,12.3
1,6/1/2008,74,53,64,0,47,55,1,0, ,0,M,0,0,29.23,4.6,10,5.4
2,6/1/2008,71,56,64,M,46,55,1,0, ,M,M,M,0,29.29,5.6,8,5.9
1,6/2/2008,86,56,71,7,52,60,0,6,RA,0,M,0,0,29.16,1.9,8,4.8
2,6/2/2008,85,61,73,M,53,61,0,8, ,M,M,M,0,29.21,1.7,13,5.7
1,6/3/2008,69,55,62,-2,55,57,3,0,TSRA RA FG+ FG BR,0,M,0,0.52,28.97,7.3,4,9.2
2,6/3/2008,74,57,66,M,58,60,0,1,RA BR HZ,M,M,M,0.92,29.02,5.2,3,6.7
1,6/4/2008,78,54,66,2,59,61,0,1,TSRA DZ FG+ FG BR HZ,0,M,0,0,28.9,4.5,4,5.2
2,6/4/2008,78,59,69,M,61,64,0,4,TS TSRA BR HZ,M,M,M,0.02,28.95,3.1,5,4.3
1,6/5/2008,87,60,74,9,68,71,0,9,TSRA BR,0,M,0,0.64,29,11.5,20,14
2,6/5/2008,88,68,78,M,69,72,0,13,TSRA,M,M,M,0.22,29.06,13.2,20,13.8
1,6/6/2008,87,73,80,14,68,72,0,15,RA,0,M,0,0,29.07,21.1,20,21.5
2,6/6/2008,86,73,80,M,69,72,0,15,RA,M,M,M,0.03,29.14,19.2,20,19.5
1,6/7/2008,85,69,77,11,71,73,0,12,TS RA BR,0,M,0,0.11,29.16,12.5,19,13.2
2,6/7/2008,84,72,78,M,71,73,0,13,TS BR,M,M,M,0.07,29.23,11.8,19,12.4
1,6/8/2008,85,64,75,9,68,70,0,10,TS TSRA RA,0,M,0,1.24,29.11,6.5,18,12.2
2,6/8/2008,87,65,76,M,69,71,0,11,RA BR SQ,M,M,M,1.31,29.18,4.2,19,11.5
1,6/9/2008,74,65,70,4,64,66,0,5,RA BR,0,M,0,0.14,29.1,6.3,22,7.7
2,6/9/2008,74,65,70,M,64,66,0,5,RA DZ,M,M,M,0.21,29.17,6.5,23,8.8
1,6/10/2008,79,59,69,2,56,61,0,4,RA,0,M,0,0,29.18,8.8,25,9.6
2,6/10/2008,80,60,70,M,56,63,0,5,RA,M,M,M,0.01,29.25,9.3,25,10.4
1,6/11/2008,86,61,74,7,56,64,0,9, ,0,M,0,0,29.28,8.9,18,10
2,6/11/2008,86,66,76,M,55,64,0,11, ,M,M,M,0,29.34,9.4,18,10.4
1,6/12/2008,91,73,82,14,63,69,0,17, ,0,M,0,0,29.2,16.1,18,16.3
2,6/12/2008,91,73,82,M,63,70,0,17, ,M,M,M,0,29.26,14.8,18,15.1
1,6/13/2008,82,65,74,6,62,66,0,9,TSRA RA BR,0,M,0,0.39,29.21,8.9,22,9.9
2,6/13/2008,82,66,74,M,63,66,0,9,TS TSRA RA,M,M,M,0.19,29.28,9.6,23,10.8
1,6/14/2008,84,59,72,4,53,61,0,7, ,0,M,0,0,29.23,8.3,24,8.8
2,6/14/2008,84,61,73,M,52,62,0,8, ,M,M,M,0,29.29,8.7,24,9.3
1,6/15/2008,81,61,71,3,60,64,0,6,RA,0,M,0,0.18,29.15,8.1,24,9.8
2,6/15/2008,82,60,71,M,60,64,0,6,TSRA RA BR,M,M,M,0.29,29.23,8.4,24,9.7
1,6/16/2008,72,59,66,-3,49,57,0,1, ,0,M,0,0,29.2,10.7,31,11.2
2,6/16/2008,74,60,67,M,49,57,0,2, ,M,M,M,0,29.25,10.8,31,11.5
1,6/17/2008,76,55,66,-3,46,55,0,1, ,0,M,0,0,29.26,10.7,30,11.2
2,6/17/2008,76,56,66,M,46,55,0,1, ,M,M,M,0,29.32,10.2,30,10.8
1,6/18/2008,77,56,67,-3,48,56,0,2, ,0,M,0,0,29.21,4.8,3,7.3
2,6/18/2008,75,58,67,M,49,56,0,2, ,M,M,M,0,29.26,5,5,7.5
1,6/19/2008,81,52,67,-3,46,56,0,2, ,0,M,0,0,29.21,1.8,25,5.1
2,6/19/2008,80,55,68,M,47,57,0,3, ,M,M,M,0,29.27,1.5,14,5.4
1,6/20/2008,82,58,70,0,53,60,0,5,TSRA RA,0,M,0,0.09,29.25,6.7,22,7.9
2,6/20/2008,83,60,72,M,52,59,0,7,RA,M,M,M,0.04,29.3,6.5,23,7.2
1,6/21/2008,82,61,72,2,52,61,0,7, ,0,M,0,0.01,29.24,7.1,29,7.8
2,6/21/2008,83,62,73,M,53,61,0,8,RA,M,M,M,0.01,29.29,5.6,29,6.9
1,6/22/2008,82,57,70,0,52,59,0,5,TS TSRA,0,M,0,0.16,29.18,2.9,31,5.1
2,6/22/2008,81,61,71,M,53,60,0,6,RA,M,M,M,0.02,29.23,1.5,34,4.4
1,6/23/2008,77,56,67,-3,54,59,0,2, ,0,M,0,0,29.33,3.9,4,6.4
2,6/23/2008,76,57,67,M,54,59,0,2, ,M,M,M,0,29.38,3.8,3,6.4
1,6/24/2008,82,55,69,-2,53,60,0,4, ,0,M,0,0,29.44,5.1,18,5.8
2,6/24/2008,82,57,70,M,52,60,0,5, ,M,M,M,0,29.49,4.3,18,5.4
1,6/25/2008,79,66,73,2,64,67,0,8,RA,0,M,0,0.08,29.28,8,22,9.3
2,6/25/2008,79,67,73,M,65,68,0,8,RA BR,M,M,M,0.11,29.34,7.5,21,8.5
1,6/26/2008,86,70,78,7,66,70,0,13,BR,0,M,0,0,29.15,6.3,26,7.3
2,6/26/2008,87,71,79,M,67,71,0,14,BR,M,M,M,0,29.21,6.8,25,7.8
1,6/27/2008,84,66,75,4,67,70,0,10,RA,0,M,0,0,29.05,6.7,22,7.4
2,6/27/2008,85,69,77,M,67,70,0,12,RA,M,M,M,0,29.11,8.3,21,9.1
1,6/28/2008,83,64,74,3,55,63,0,9,TSRA HZ,0,M,0,0.04,28.98,12.1,25,13.2
2,6/28/2008,84,66,75,M,55,63,0,10,RA,M,M,M,0,29.05,13.3,26,14.5
1,6/29/2008,75,60,68,-3,58,61,0,3,RA BR,0,M,0,0.58,29.08,7.3,31,9.7
2,6/29/2008,77,61,69,M,58,61,0,4,RA BR,M,M,M,0.22,29.13,7.9,30,10.1
1,6/30/2008,80,59,70,-2,50,58,0,5, ,0,M,0,0,29.28,6,34,9.6
2,6/30/2008,81,59,70,M,49,58,0,5, ,M,M,M,0,29.34,5.5,35,9.1
1,7/1/2008,83,58,71,-1,51,60,0,6, ,0,M,0,0,29.24,8.1,24,8
2,7/1/2008,84,57,71,M,50,60,0,6, ,M,M,M,0,29.3,8.2,23,8.3
1,7/2/2008,87,63,75,3,62,66,0,10,TS RA BR,0,M,0,0.2,29.09,8.7,23,13.2
2,7/2/2008,89,63,76,M,62,67,0,11,RA,M,M,M,0.12,29.14,7.4,24,11.7
1,7/3/2008,71,55,63,-9,51,57,2,0, ,0,M,0,0,29.34,11.6,3,12
2,7/3/2008,71,59,65,M,51,57,0,0, ,M,M,M,0,29.39,13.3,3,13.5
1,7/4/2008,76,52,64,-8,50,57,1,0, ,0,M,0,0,29.35,6,5,6.6
2,7/4/2008,75,58,67,M,50,58,0,2, ,M,M,M,0,29.4,6.5,6,7.5
1,7/5/2008,80,54,67,-5,52,59,0,2, ,0,M,0,0,29.31,4.6,7,7
2,7/5/2008,79,57,68,M,52,60,0,3, ,M,M,M,0,29.36,4.7,10,5.7
1,7/6/2008,87,59,73,1,57,65,0,8, ,0,M,0,0,29.21,9.3,19,9.4
2,7/6/2008,88,63,76,M,58,65,0,11, ,M,M,M,0,29.28,8.3,19,8.9
1,7/7/2008,87,71,79,7,67,71,0,14,TSRA RA,0,M,0,0.03,29.16,10.9,22,11.9
2,7/7/2008,87,74,81,M,68,71,0,16, ,M,M,M,0.11,29.21,10.8,21,11.4
1,7/8/2008,85,70,78,5,67,71,0,13, ,0,M,0,0.03,29.1,7.8,26,9.1
2,7/8/2008,86,46,66,M,68,71,M,M,TS RA,M,M,M,0.28,29.16,7.4,24,8.3
1,7/9/2008,85,67,76,3,55,63,0,11, ,0,M,0,0,29.26,9.5,31,10.3
2,7/9/2008,85,67,76,M,55,64,0,11, ,M,M,M,0,29.31,8.1,32,9.1
1,7/10/2008,82,64,73,0,63,66,0,8,TSRA RA BR,0,M,0,0.72,29.26,8.5,23,9.2
2,7/10/2008,84,64,74,M,62,67,0,9,TSRA RA,M,M,M,0.43,29.33,8.1,23,8.6
1,7/11/2008,88,64,76,3,65,69,0,11,TSRA RA BR,0,M,0,0.34,29.23,5.2,20,8.4
2,7/11/2008,89,64,77,M,65,69,0,12,TS TSRA RA,M,M,M,0.03,29.3,3.7,19,7.5
1,7/12/2008,81,65,73,0,63,66,0,8,TS TSRA RA BR,0,M,0,0.73,29.19,7.7,26,10.3
2,7/12/2008,83,66,75,M,64,67,0,10,TSRA RA BR,M,M,M,0.65,29.25,8.4,26,11
1,7/13/2008,79,62,71,-2,54,61,0,6, ,0,M,0,0,29.12,12.1,27,12.4
2,7/13/2008,79,61,70,M,53,61,0,5, ,M,M,M,0,29.18,13.6,27,13.8
1,7/14/2008,84,62,73,0,54,62,0,8, ,0,M,0,0,29.22,4.5,29,7.8
2,7/14/2008,84,62,73,M,54,62,0,8, ,M,M,M,0,29.28,1.9,29,7.1
1,7/15/2008,90,61,76,2,62,68,0,11, ,0,M,0,0,29.3,6.8,23,7.4
2,7/15/2008,91,67,79,M,63,69,0,14, ,M,M,M,0,29.36,7.8,22,8.3
1,7/16/2008,90,71,81,7,66,70,0,16, ,0,M,0,0,29.39,5,23,7.2
2,7/16/2008,91,73,82,M,67,71,0,17, ,M,M,M,0,29.44,5.2,21,7.4
1,7/17/2008,89,71,80,6,66,71,0,15, ,0,M,0,0,29.33,8.6,22,9
2,7/17/2008,90,74,82,M,66,71,0,17, ,M,M,M,0,29.39,8.9,22,9.3
1,7/18/2008,86,74,80,6,68,72,0,15,RA,0,M,0,0.04,29.24,2.6,22,5.4
2,7/18/2008,91,73,82,M,67,71,0,17,RA,M,M,M,0,29.3,6.8,23,8.2
1,7/19/2008,78,67,73,-1,68,69,0,8,RA BR VCTS,0,M,0,1.61,29.19,2,33,5.8
2,7/19/2008,80,70,75,M,70,71,0,10,RA BR,M,M,M,1.22,29.24,1.1,23,5.9
1,7/20/2008,86,68,77,3,68,71,0,12,TSRA,0,M,0,0.74,29.2,4.5,25,5.7
2,7/20/2008,86,68,77,M,68,71,0,12,TSRA RA,M,M,M,0.43,29.25,6.1,27,7
1,7/21/2008,83,68,76,2,65,68,0,11,TSRA RA,0,M,0,0.13,29.21,3.3,3,7.4
2,7/21/2008,84,70,77,M,66,69,0,12,TSRA RA VCTS,M,M,M,0.13,29.26,2.4,2,8
1,7/22/2008,77,63,70,-4,59,64,0,5, ,0,M,0,0,29.31,8.2,3,8.7
2,7/22/2008,75,66,71,M,61,64,0,6,RA,M,M,M,0.06,29.36,8.6,3,9.3
1,7/23/2008,81,60,71,-3,52,60,0,6, ,0,M,0,0,29.39,7.6,2,8.5
2,7/23/2008,81,60,71,M,52,61,0,6, ,M,M,M,0,29.44,8.3,36,9.3
